0325
Ryan Hildebrandt Thesis Study
03/25/2019	12:57:19 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Participant			Pressed Or	X	Y	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II	Repetitions
Group	Name	ID	Name	No.	Name	No.	Name	No.	Response	Key	Key	Released	Position	Position	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Primed/Satiated	Match/Mismatch	Valence	Word Type	Pair Type	Block Valence	Trial Type	Word Pair Valence
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 4	32	Pair 1 PIL.E.P.M 3 (4, ecstasy)	616							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 4	32	Pair 2 PIL.E.P.M 3 (4, brave)	621	Match	z					Match	C	5279							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Mismatch, 1	34	Target PIL.E.P.MM 6 (1, hopeful)	636							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Prime	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Mismatch, 1	34	Pair 1 PIL.E.P.MM 5 (1, beast)	642							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Mismatch, 1	34	Pair 2 PIL.E.P.MM 5 (1, honest)	647	Mismatch	/					Mismatch	C	5178							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Mismatch, 2	45	Target PIL.E.S.MM 36 (2, cheer)	1019							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Satiation	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Mismatch, 2	45	Pair 1 PIL.E.S.MM 7 (2, swamp)	1025							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Mismatch, 2	45	Pair 2 PIL.E.S.MM 7 (2, hopeful)	1030	Mismatch	/					Mismatch	C	25847							Satiated	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 2	40	Target PIL.E.S.M 35 (2, devoted)	828							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Emotion Label	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 2	40	Pair 1 PIL.E.S.M 6 (2, desire)	834							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 2	40	Pair 2 PIL.E.S.M 6 (2, respect)	839	Match	z					Match	C	25774							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 5	33	Target PIL.E.P.M 4 (5, fun)	611							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Emotion Label	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 5	33	Pair 1 PIL.E.P.M 3 (5, truck)	617							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 5	33	Pair 2 PIL.E.P.M 3 (5, clumsy)	622	Mismatch	/					Match	E	5062							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 1	29	Target PIL.E.P.M 4 (1, honest)	607							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Emotion Label	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 1	29	Pair 1 PIL.E.P.M 3 (1, noisy)	613							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 1	29	Pair 2 PIL.E.P.M 3 (1, news)	618	Match	z					Match	C	5606							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 4	42	Target PIL.E.S.M 35 (4, freedom)	830							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Emotion Label	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 4	42	Pair 1 PIL.E.S.M 6 (4, highway)	836							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 4	42	Pair 2 PIL.E.S.M 6 (4, storm)	841	Match	z					Match	C	26213							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 1	39	Target PIL.E.S.M 35 (1, desire)	827							(any response)	NR	0							Satiated	Match	Positive	Emotion Label	Emotion Label	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 1	39	Pair 1 PIL.E.S.M 6 (1, doctor)	833							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Satiation Match, 1	39	Pair 2 PIL.E.S.M 6 (1, rancid)	838	Mismatch	/					Match	E	25962							Satiated	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Mismatch, 2	35	Target PIL.E.P.MM 6 (2, secure)	637							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Label	Emotion Label	Positive	Prime	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Mismatch, 2	35	Pair 1 PIL.E.P.MM 5 (2, joy)	643							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Mismatch, 2	35	Pair 2 PIL.E.P.MM 5 (2, hotel)	648	Match	z					Mismatch	E	4794							Primed	Mismatch	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 2	30	Target PIL.E.P.M 4 (2, aroused)	608							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Emotion Label	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 2	30	Pair 1 PIL.E.P.M 3 (2, secure)	614							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 2	30	Pair 2 PIL.E.P.M 3 (2, kind)	619	Match	z					Match	C	4852							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 3	31	Target PIL.E.P.M 4 (3, loyal)	609							(any response)	NR	0							Primed	Match	Positive	Emotion Label	Emotion Label	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 3	31	Pair 1 PIL.E.P.M 3 (3, vampire)	615							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Label	6	Pilot Emotion Label Prime Match, 3	31	Pair 2 PIL.E.P.M 3 (3, tamper)	620	Mismatch	/					Match	E	5316							Primed	Match	Positive (trial)	Emotion Label (trial)	Emotion Label	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Start Screen 3	7	Start Screen	8	Start Screen	153	Match	z					Match; Mismatch	C	38891														
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 4	67	Target PIL.EL.S.MM 37 (4, kiss)	1461							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 4	67	Pair 1 PIL.EL.S.MM 8 (4, victory)	1467							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 4	67	Pair 2 PIL.EL.S.MM 8 (4, doctor)	1472	Match	z					Mismatch	E	25870							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 3	66	Target PIL.EL.S.MM 37 (3, victory)	1460							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 3	66	Pair 1 PIL.EL.S.MM 8 (3, kiss)	1466							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 3	66	Pair 2 PIL.EL.S.MM 8 (3, hotel)	1471	Mismatch	/					Mismatch	C	25777							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 5	53	Target PIL.EL.P.M 5 (5, luxury)	1051							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 5	53	Pair 1 PIL.EL.P.M 4 (5, volcano)	1057							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 5	53	Pair 2 PIL.EL.P.M 4 (5, kick)	1062	Mismatch	/					Match	E	5546							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 5	58	Target PIL.EL.P.MM 9 (5, puppy)	1080							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 5	58	Pair 1 PIL.EL.P.MM 6 (5, highway)	1086							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 5	58	Pair 2 PIL.EL.P.MM 6 (5, gift)	1091	Mismatch	/					Mismatch	C	5226							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 1	54	Target PIL.EL.P.MM 9 (1, treat)	1076							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 1	54	Pair 1 PIL.EL.P.MM 6 (1, reward)	1082							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 1	54	Pair 2 PIL.EL.P.MM 6 (1, mystic)	1087	Match	z					Mismatch	E	5359							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 2	60	Target PIL.EL.S.M 36 (2, gift)	1268							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 2	60	Pair 1 PIL.EL.S.M 7 (2, success)	1274							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 2	60	Pair 2 PIL.EL.S.M 7 (2, hug)	1279	Match	z					Match	C	25622							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 2	65	Target PIL.EL.S.MM 37 (2, reward)	1459							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 2	65	Pair 1 PIL.EL.S.MM 8 (2, salute)	1465							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 2	65	Pair 2 PIL.EL.S.MM 8 (2, comfort)	1470	Mismatch	/					Mismatch	C	26140							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 4	52	Target PIL.EL.P.M 5 (4, hug)	1050							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 4	52	Pair 1 PIL.EL.P.M 4 (4, storm)	1056							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 4	52	Pair 2 PIL.EL.P.M 4 (4, clumsy)	1061	Mismatch	/					Match	E	5256							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 3	51	Target PIL.EL.P.M 5 (3, cake)	1049							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 3	51	Pair 1 PIL.EL.P.M 4 (3, bride)	1055							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 3	51	Pair 2 PIL.EL.P.M 4 (3, circus)	1060	Mismatch	/					Match	E	5164							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 4	62	Target PIL.EL.S.M 36 (4, wealthy)	1270							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 4	62	Pair 1 PIL.EL.S.M 7 (4, diamond)	1276							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 4	62	Pair 2 PIL.EL.S.M 7 (4, snuggle)	1281	Match	z					Match	C	26183							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 1	49	Target PIL.EL.P.M 5 (1, snuggle)	1047							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 1	49	Pair 1 PIL.EL.P.M 4 (1, triumph)	1053							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 1	49	Pair 2 PIL.EL.P.M 4 (1, baby)	1058	Mismatch	/					Match	E	5673							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 4	57	Target PIL.EL.P.MM 9 (4, success)	1079							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 4	57	Pair 1 PIL.EL.P.MM 6 (4, cake)	1085							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 4	57	Pair 2 PIL.EL.P.MM 6 (4, swamp)	1090	Mismatch	/					Mismatch	C	5083							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 5	63	Target PIL.EL.S.M 36 (5, diamond)	1271							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 5	63	Pair 1 PIL.EL.S.M 7 (5, rancid)	1277							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 5	63	Pair 2 PIL.EL.S.M 7 (5, beast)	1282	Match	z					Match	C	26096							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 1	64	Target PIL.EL.S.MM 37 (1, cute)	1458							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 1	64	Pair 1 PIL.EL.S.MM 8 (1, puppy)	1464							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 1	64	Pair 2 PIL.EL.S.MM 8 (1, tank)	1469	Mismatch	/					Mismatch	C	26086							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 3	61	Target PIL.EL.S.M 36 (3, comfort)	1269							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 3	61	Pair 1 PIL.EL.S.M 7 (3, treat)	1275							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 3	61	Pair 2 PIL.EL.S.M 7 (3, jewel)	1280	Match	z					Match	C	26240							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 2	55	Target PIL.EL.P.MM 9 (2, bride)	1077							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 2	55	Pair 1 PIL.EL.P.MM 6 (2, truck)	1083							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 2	55	Pair 2 PIL.EL.P.MM 6 (2, luxury)	1088	Mismatch	/					Mismatch	C	5157							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 1	59	Target PIL.EL.S.M 36 (1, jewel)	1267							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 1	59	Pair 1 PIL.EL.S.M 7 (1, news)	1273							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Match, 1	59	Pair 2 PIL.EL.S.M 7 (1, noisy)	1278	Match	z					Match	C	26287							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 3	56	Target PIL.EL.P.MM 9 (3, baby)	1078							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 3	56	Pair 1 PIL.EL.P.MM 6 (3, tamper)	1084							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Mismatch, 3	56	Pair 2 PIL.EL.P.MM 6 (3, cute)	1089	Mismatch	/					Mismatch	C	5582							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 5	68	Target PIL.EL.S.MM 37 (5, triumph)	1462							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 5	68	Pair 1 PIL.EL.S.MM 8 (5, army)	1468							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Satiation Mismatch, 5	68	Pair 2 PIL.EL.S.MM 8 (5, wealthy)	1473	Mismatch	/					Mismatch	C	26416							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 2	50	Target PIL.EL.P.M 5 (2, circus)	1048							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 2	50	Pair 1 PIL.EL.P.M 4 (2, invest)	1054							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Pilot Emotion Laden	8	Pilot Emotion Laden Prime Match, 2	50	Pair 2 PIL.EL.P.M 4 (2, vampire)	1059	Mismatch	/					Match	E	5438							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotA	0325	pilota0325	Start Screen 4	9	Start Screen	8	Start Screen	153	Match	z					Match; Mismatch	C	49805														
PilotA	0325	pilota0325	Pilot Mixed	10	Pilot Mixed Satiation Mismatch, 3	86	Target PIL.M.S.MM 38 (3, wealthy)	1900							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Mixed	Positive	Satiation	Mismatch
PilotA	0325	pilota0325	Pilot Mixed	10	Pilot Mixed Satiation Mismatch, 3	86	Pair 1 PIL.M.S.MM 9 (3, clumsy)	1906							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
PilotA	0325	pilota0325	Pilot Mixed	10	Pilot Mixed Satiation Mismatch, 3	86	Pair 2 PIL.M.S.MM 9 (3, loyal)	1911	Mismatch	/					Mismatch	C	26020							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Mixed	Positive	Satiation (trial)	Mismatch (trial)
